iter	RMSE
406	2.152923168e-05
407	2.147476153e-05
408	2.138437995e-05
409	2.133639283e-05
410	2.131059777e-05
411	2.1278176e-05
412	2.118769864e-05
413	2.11604508e-05
414	2.111403605e-05
415	2.103199576e-05
416	2.1000864e-05
417	2.098246836e-05
418	2.087559206e-05
419	2.08335756e-05
420	2.080852082e-05
421	2.079079735e-05
422	2.076125009e-05
423	2.072587539e-05
424	2.070176621e-05
425	2.068474707e-05
426	2.066015593e-05
427	2.057576854e-05
428	2.048298972e-05
429	2.046492005e-05
430	2.044173427e-05
431	2.042443368e-05
432	2.038272597e-05
433	2.036033451e-05
434	2.03450951e-05
435	2.031696133e-05
436	2.021503919e-05
437	2.008578597e-05
438	2.004645308e-05
439	2.001991201e-05
440	1.999853456e-05
441	1.996492648e-05
442	1.994105081e-05
443	1.991333874e-05
444	1.989311573e-05
445	1.986942192e-05
446	1.977426719e-05
447	1.973819578e-05
448	1.969658783e-05
449	1.965687419e-05
450	1.962907548e-05
451	1.960346504e-05
452	1.956475169e-05
453	1.954971356e-05
454	1.94401134e-05
455	1.940610116e-05
456	1.938851836e-05
457	1.936433603e-05
458	1.934230411e-05
459	1.931834772e-05
460	1.923602638e-05
461	1.917090125e-05
462	1.913886426e-05
463	1.906380741e-05
464	1.90333273e-05
465	1.901449192e-05
466	1.899274852e-05
467	1.891732123e-05
468	1.890322741e-05
469	1.884371763e-05
470	1.880239681e-05
471	1.873455396e-05
472	1.870582085e-05
473	1.868376651e-05
474	1.866301924e-05
475	1.86420906e-05
476	1.856146561e-05
477	1.854262431e-05
478	1.852092936e-05
479	1.850471406e-05
480	1.847141e-05
481	1.842064374e-05
482	1.834508702e-05
483	1.831804353e-05
484	1.82755023e-05
485	1.826030704e-05
486	1.824112184e-05
487	1.822826985e-05
488	1.817664189e-05
489	1.815105404e-05
490	1.810455017e-05
491	1.80799501e-05
492	1.803979866e-05
493	1.797145354e-05
494	1.791362269e-05
495	1.790113317e-05
496	1.788772504e-05
497	1.782442291e-05
498	1.780554007e-05
499	1.778584162e-05
500	1.771328432e-05
501	1.766481078e-05
502	1.76108323e-05
503	1.756644708e-05
504	1.750831011e-05
505	1.748141034e-05
506	1.744651861e-05
507	1.741536336e-05
508	1.73542259e-05
509	1.731925064e-05
510	1.725685323e-05
511	1.722056882e-05
512	1.717261872e-05
513	1.713226624e-05
514	1.706846917e-05
515	1.703575707e-05
516	1.69906003e-05
517	1.696277832e-05
518	1.692868064e-05
519	1.689575402e-05
520	1.683776948e-05
521	1.680784567e-05
522	1.678171392e-05
523	1.676282941e-05
524	1.675357416e-05
525	1.670750681e-05
526	1.667218112e-05
527	1.664156864e-05
528	1.661719407e-05
529	1.659904113e-05
530	1.65444127e-05
531	1.651997934e-05
532	1.648665798e-05
533	1.645763732e-05
534	1.643487294e-05
535	1.641749195e-05
536	1.636601718e-05
537	1.635718601e-05
538	1.631534361e-05
539	1.628412345e-05
540	1.625714524e-05
541	1.623589144e-05
542	1.620073875e-05
543	1.61545684e-05
544	1.612064626e-05
545	1.608329095e-05
546	1.607481182e-05
547	1.60582112e-05
548	1.603065881e-05
549	1.599789141e-05
550	1.594561542e-05
551	1.591397442e-05
552	1.587029828e-05
553	1.584541914e-05
554	1.58373771e-05
555	1.582165365e-05
556	1.579131224e-05
557	1.576292359e-05
558	1.573238565e-05
559	1.571184992e-05
560	1.568247207e-05
561	1.565394016e-05
562	1.564426252e-05
563	1.562927262e-05
564	1.558499763e-05
565	1.554519938e-05
566	1.552284902e-05
567	1.547550346e-05
568	1.544345636e-05
569	1.542060717e-05
570	1.54133266e-05
571	1.538719711e-05
572	1.535166986e-05
573	1.534244432e-05
574	1.530239873e-05
575	1.523551177e-05
576	1.519321094e-05
577	1.516507486e-05
578	1.513470099e-05
579	1.512080279e-05
580	1.510014794e-05
581	1.509135932e-05
582	1.508287497e-05
583	1.506868665e-05
584	1.503821601e-05
585	1.500576464e-05
586	1.49657343e-05
587	1.494247514e-05
588	1.490511638e-05
589	1.486059774e-05
590	1.483890117e-05
591	1.481429388e-05
592	1.476635622e-05
593	1.47474593e-05
594	1.471853754e-05
595	1.467747661e-05
596	1.46691966e-05
597	1.46491249e-05
598	1.46278564e-05
599	1.461983702e-05
600	1.458492366e-05
601	1.454745109e-05
602	1.452870883e-05
603	1.451448165e-05
604	1.449589854e-05
605	1.443716405e-05
606	1.438122532e-05
607	1.435886363e-05
608	1.432717585e-05
609	1.431673783e-05
610	1.426986791e-05
611	1.426212271e-05
612	1.424500259e-05
613	1.420801171e-05
614	1.418605772e-05
615	1.4178569e-05
616	1.415857959e-05
617	1.414138292e-05
618	1.409251263e-05
619	1.406471658e-05
620	1.405082707e-05
621	1.404355096e-05
622	1.4026544e-05
623	1.401302992e-05
624	1.400598623e-05
625	1.398974437e-05
626	1.396023783e-05
627	1.392313178e-05
628	1.389692899e-05
629	1.388110528e-05
630	1.384739424e-05
631	1.383780375e-05
632	1.382554504e-05
633	1.380969075e-05
634	1.379461466e-05
635	1.377413651e-05
636	1.376489794e-05
637	1.37210013e-05
638	1.367493708e-05
639	1.366823584e-05
640	1.365537323e-05
641	1.364062466e-05
642	1.36232671e-05
643	1.360830862e-05
644	1.358953137e-05
645	1.358303819e-05
646	1.357570882e-05
647	1.353392943e-05
648	1.352767274e-05
649	1.34878368e-05
650	1.34745353e-05
651	1.34442233e-05
652	1.343579332e-05
653	1.34092796e-05
654	1.340322235e-05
655	1.338524017e-05
656	1.33481931e-05
657	1.333480615e-05
658	1.332476181e-05
659	1.331079835e-05
660	1.328558871e-05
661	1.327348677e-05
662	1.323529931e-05
663	1.320025408e-05
664	1.319253835e-05
665	1.317393338e-05
666	1.316046329e-05
667	1.315220862e-05
668	1.312819916e-05
669	1.311652096e-05
670	1.310984698e-05
671	1.308010927e-05
672	1.307433377e-05
673	1.304582156e-05
674	1.303469788e-05
675	1.302156003e-05
676	1.301378158e-05
677	1.300518459e-05
678	1.298834963e-05
679	1.29761843e-05
680	1.297064389e-05
681	1.294832038e-05
682	1.293560947e-05
683	1.291285834e-05
684	1.290216743e-05
685	1.287409116e-05
686	1.286871203e-05
687	1.283884964e-05
688	1.282467639e-05
689	1.279402072e-05
690	1.277690163e-05
691	1.276534305e-05
692	1.273952158e-05
693	1.273349832e-05
694	1.27254355e-05
695	1.270967751e-05
696	1.270448394e-05
697	1.26906809e-05
698	1.267976436e-05
699	1.265311148e-05
700	1.261856395e-05
701	1.260509683e-05
702	1.259406245e-05
703	1.25889968e-05
704	1.256450449e-05
705	1.255813171e-05
706	1.254489756e-05
707	1.253180259e-05
708	1.252692056e-05
709	1.249888258e-05
710	1.248382208e-05
711	1.246515692e-05
712	1.245972121e-05
713	1.242083821e-05
714	1.240911227e-05
715	1.239597069e-05
716	1.238611052e-05
717	1.236501628e-05
718	1.233195452e-05
719	1.232526631e-05
720	1.23205649e-05
721	1.231185186e-05
722	1.230662071e-05
723	1.228144694e-05
724	1.225780685e-05
725	1.22378383e-05
726	1.222531022e-05
727	1.219724545e-05
728	1.216782128e-05
729	1.215900308e-05
730	1.21281599e-05
731	1.212182224e-05
732	1.210973021e-05
733	1.209732397e-05
734	1.208563433e-05
735	1.208112229e-05
736	1.20623267e-05
737	1.20513578e-05
738	1.203792658e-05
739	1.202599368e-05
740	1.202162105e-05
741	1.200162988e-05
742	1.197980376e-05
743	1.197269553e-05
744	1.196843106e-05
745	1.195998157e-05
746	1.189976434e-05
747	1.188781841e-05
748	1.186247658e-05
749	1.185837342e-05
750	1.184881659e-05
751	1.183808034e-05
752	1.17871037e-05
753	1.177519612e-05
754	1.176290051e-05
755	1.17489046e-05
756	1.174458223e-05
757	1.169768746e-05
758	1.167813035e-05
759	1.164904792e-05
760	1.163711405e-05
761	1.162704818e-05
762	1.161387864e-05
763	1.16037715e-05
764	1.15721024e-05
765	1.155438208e-05
766	1.153145863e-05
767	1.149782398e-05
768	1.14863057e-05
769	1.145831408e-05
770	1.143221796e-05
771	1.142452127e-05
772	1.141369655e-05
773	1.140861856e-05
774	1.140437566e-05
775	1.13990663e-05
776	1.137537128e-05
777	1.136790729e-05
778	1.133853001e-05
779	1.131898658e-05
780	1.130353371e-05
781	1.128647467e-05
782	1.127660288e-05
783	1.126571799e-05
784	1.125520165e-05
785	1.123874998e-05
786	1.121422103e-05
787	1.12105702e-05
788	1.119968406e-05
789	1.115933765e-05
790	1.1149688e-05
791	1.11371328e-05
792	1.111623516e-05
793	1.107875871e-05
794	1.107239117e-05
795	1.106208701e-05
796	1.105195778e-05
797	1.104175835e-05
798	1.103716676e-05
799	1.10271892e-05
800	1.099659851e-05
801	1.098621158e-05
802	1.098129964e-05
803	1.097724398e-05
804	1.094938085e-05
805	1.092879158e-05
806	1.090551573e-05
807	1.089832409e-05
808	1.088651368e-05
809	1.086453018e-05
810	1.085547465e-05
811	1.08460259e-05
812	1.083036522e-05
813	1.081806864e-05
814	1.07850842e-05
815	1.077591085e-05
816	1.07570812e-05
817	1.075376485e-05
818	1.072316568e-05
819	1.071281045e-05
820	1.070853087e-05
821	1.069761116e-05
822	1.067492311e-05
823	1.066556937e-05
824	1.064362835e-05
825	1.061515728e-05
826	1.060264639e-05
827	1.059853353e-05
828	1.058430133e-05
829	1.056686351e-05
830	1.054047731e-05
831	1.053174194e-05
832	1.049579475e-05
833	1.048413875e-05
834	1.047719068e-05
835	1.046253868e-05
836	1.045422865e-05
837	1.04453326e-05
838	1.042064219e-05
839	1.040902562e-05
840	1.038825135e-05
841	1.036684564e-05
842	1.034412019e-05
843	1.034008513e-05
844	1.033236641e-05
845	1.032118965e-05
846	1.031260716e-05
847	1.030040069e-05
848	1.028941127e-05
849	1.028555229e-05
850	1.027549562e-05
851	1.026251924e-05
852	1.025809207e-05
853	1.024978636e-05
854	1.02260895e-05
855	1.020717942e-05
856	1.017510452e-05
857	1.016525153e-05
858	1.01554862e-05
859	1.014488352e-05
860	1.013711447e-05
861	1.011683213e-05
862	1.010423497e-05
863	1.008764946e-05
864	1.008381917e-05
865	1.007590234e-05
866	1.005375484e-05
867	1.004173437e-05
868	1.003157047e-05
869	1.000806473e-05
870	9.98616784e-06
871	9.967137459e-06
872	9.959672014e-06
873	9.951970537e-06
874	9.944307622e-06
875	9.929696136e-06
876	9.919894932e-06
877	9.90692664e-06
878	9.898682417e-06
879	9.89463708e-06
880	9.885802813e-06
881	9.87830594e-06
882	9.875519899e-06
883	9.868410955e-06
884	9.847448907e-06
885	9.830569286e-06
886	9.82678516e-06
887	9.819068852e-06
888	9.811264212e-06
889	9.79190354e-06
890	9.780115473e-06
891	9.762591216e-06
892	9.756296228e-06
893	9.728625595e-06
894	9.709968383e-06
895	9.695510454e-06
896	9.675718398e-06
897	9.668844139e-06
898	9.660371266e-06
899	9.643029676e-06
900	9.624721711e-06
901	9.6156832e-06
902	9.605527259e-06
903	9.598388656e-06
904	9.57284412e-06
905	9.566214087e-06
906	9.562855743e-06
907	9.555672409e-06
908	9.545498541e-06
909	9.537125447e-06
910	9.521113414e-06
911	9.513501973e-06
912	9.503413468e-06
913	9.494836575e-06
914	9.488213284e-06
915	9.469758012e-06
916	9.461546645e-06
917	9.457510022e-06
918	9.451168736e-06
919	9.446604604e-06
920	9.441723466e-06
921	9.437014987e-06
922	9.429735335e-06
923	9.421942025e-06
924	9.415323818e-06
925	9.407587966e-06
926	9.384823873e-06
927	9.380953031e-06
928	9.372211656e-06
929	9.365337213e-06
930	9.357127432e-06
931	9.354044837e-06
932	9.347772995e-06
933	9.335360597e-06
934	9.320681574e-06
935	9.303706525e-06
936	9.297764151e-06
937	9.276193651e-06
938	9.248888066e-06
939	9.24283182e-06
940	9.224512396e-06
941	9.209400485e-06
942	9.193540016e-06
943	9.17845476e-06
944	9.172345385e-06
945	9.168058098e-06
946	9.153396296e-06
947	9.143916665e-06
948	9.138438272e-06
949	9.130132726e-06
950	9.122889881e-06
951	9.102733873e-06
952	9.08779799e-06
953	9.075166438e-06
954	9.049827618e-06
955	9.043955543e-06
956	9.026585956e-06
957	9.023436785e-06
958	9.018540495e-06
959	9.011383611e-06
960	8.997115917e-06
961	8.989256116e-06
962	8.976014145e-06
963	8.972959594e-06
964	8.966386445e-06
965	8.959593114e-06
966	8.946855321e-06
967	8.941357826e-06
968	8.93177131e-06
969	8.928038526e-06
970	8.920485353e-06
971	8.915064541e-06
972	8.909409659e-06
973	8.904381101e-06
974	8.890741334e-06
975	8.885856106e-06
976	8.870111098e-06
977	8.866676577e-06
978	8.862258407e-06
979	8.844256748e-06
980	8.839983656e-06
981	8.83431609e-06
982	8.824245334e-06
983	8.813377434e-06
984	8.799894433e-06
985	8.796559477e-06
986	8.790737309e-06
987	8.778255224e-06
988	8.769815565e-06
989	8.753217847e-06
990	8.747068861e-06
991	8.738343063e-06
992	8.733910523e-06
993	8.722679531e-06
994	8.717315596e-06
995	8.711722193e-06
996	8.706780132e-06
997	8.688481801e-06
998	8.679367182e-06
999	8.656138683e-06
